language_name,Português Brasileiro
pokemon_name_Tyrantrum,Tyrantrum
pokemon_name_Amaura,Amaura
pokemon_name_Aurorus,Aurorus
pokemon_name_Sylveon,Sylveon
pokemon_name_Hawlucha,Hawlucha
pokemon_name_Dedenne,Dedenne
pokemon_name_Carbink,Carbink
pokemon_name_Goomy,Goomy
pokemon_name_Sliggoo,Sliggoo
pokemon_name_Goodra,Goodra
pokemon_name_Klefki,Klefki
pokemon_name_Phantump,Phantump
pokemon_name_Trevenant,Trevenant
pokemon_name_Pumpkaboo,Pumpkaboo
pokemon_name_Gourgeist,Gourgeist
pokemon_name_Bergmite,Bergmite
pokemon_name_Avalugg,Avalugg
pokemon_name_Noibat,Noibat
pokemon_name_Noivern,Noivern
pokemon_name_Xerneas,Xerneas
pokemon_name_Yveltal,Yveltal
pokemon_name_Zygarde,Zygarde
pokemon_name_Diancie,Diancie
pokemon_name_Hoopa,Hoopa
pokemon_name_Volcanion,Volcanion
pokemon_name_Rowlet,Rowlet
pokemon_name_Dartrix,Dartrix
pokemon_name_Decidueye,Decidueye
pokemon_name_Litten,Litten
pokemon_name_Torracat,Torracat
pokemon_name_Incineroar,Incineroar
pokemon_name_Popplio,Popplio
pokemon_name_Brionne,Brionne
pokemon_name_Primarina,Primarina
pokemon_name_Pikipek,Pikipek
pokemon_name_Trumbeak,Trumbeak
pokemon_name_Toucannon,Toucannon
pokemon_name_Yungoos,Yungoos
pokemon_name_Gumshoos,Gumshoos
pokemon_name_Grubbin,Grubbin
pokemon_name_Charjabug,Charjabug
pokemon_name_Vikavolt,Vikavolt
pokemon_name_Crabrawler,Crabrawler
pokemon_name_Crabominable,Crabominable
pokemon_name_Oricorio,Oricorio
pokemon_name_Cutiefly,Cutiefly
pokemon_name_Ribombee,Ribombee
pokemon_name_Rockruff,Rockruff
pokemon_name_Lycanroc,Lycanroc
pokemon_name_Wishiwashi,Wishiwashi
pokemon_name_Mareanie,Mareanie
pokemon_name_Toxapex,Toxapex
pokemon_name_Mudbray,Mudbray
pokemon_name_Mudsdale,Mudsdale
pokemon_name_Dewpider,Dewpider
pokemon_name_Araquanid,Araquanid
pokemon_name_Fomantis,Fomantis
pokemon_name_Lurantis,Lurantis
pokemon_name_Morelull,Morelull
pokemon_name_Shiinotic,Shiinotic
pokemon_name_Salandit,Salandit
pokemon_name_Salazzle,Salazzle
pokemon_name_Stufful,Stufful
pokemon_name_Bewear,Bewear
pokemon_name_Bounsweet,Bounsweet
pokemon_name_Steenee,Steenee
pokemon_name_Tsareena,Tsareena
pokemon_name_Comfey,Comfey
pokemon_name_Oranguru,Oranguru
pokemon_name_Passimian,Passimian
pokemon_name_Wimpod,Wimpod
pokemon_name_Golisopod,Golisopod
pokemon_name_Sandygast,Sandygast
pokemon_name_Palossand,Palossand
pokemon_name_Pyukumuku,Pyukumuku
pokemon_name_Type: Null,Type: Null
pokemon_name_Silvally,Silvally
pokemon_name_Minior,Minior
pokemon_name_Komala,Komala
pokemon_name_Turtonator,Turtonator
pokemon_name_Togedemaru,Togedemaru
pokemon_name_Mimikyu,Mimikyu
pokemon_name_Bruxish,Bruxish
pokemon_name_Drampa,Drampa
pokemon_name_Dhelmise,Dhelmise
pokemon_name_Jangmo-o,Jangmo-o
pokemon_name_Hakamo-o,Hakamo-o
pokemon_name_Kommo-o,Kommo-o
pokemon_name_Tapu Koko,Tapu Koko
pokemon_name_Tapu Lele,Tapu Lele
pokemon_name_Tapu Bulu,Tapu Bulu
pokemon_name_Tapu Fini,Tapu Fini
pokemon_name_Cosmog,Cosmog
pokemon_name_Cosmoem,Cosmoem
pokemon_name_Solgaleo,Solgaleo
pokemon_name_Lunala,Lunala
pokemon_name_Nihilego,Nihilego
pokemon_name_Buzzwole,Buzzwole
pokemon_name_Pheromosa,Pheromosa
pokemon_name_Xurkitree,Xurkitree
pokemon_name_Celesteela,Celesteela
pokemon_name_Kartana,Kartana
pokemon_name_Guzzlord,Guzzlord
pokemon_name_Necrozma,Necrozma
pokemon_name_Magearna,Magearna
pokemon_name_Marshadow,Marshadow
pokemon_name_Poipole,Poipole
pokemon_name_Naganadel,Naganadel
pokemon_name_Stakataka,Stakataka
pokemon_name_Blacephalon,Blacephalon
pokemon_name_Zeraora,Zeraora
pokemon_name_Meltan,Meltan
pokemon_name_Melmetal,Melmetal
pokemon_name_Grookey,Grookey
pokemon_name_Thwackey,Thwackey
pokemon_name_Rillaboom,Rillaboom
pokemon_name_Scorbunny,Scorbunny
pokemon_name_Raboot,Raboot
pokemon_name_Cinderace,Cinderace
pokemon_name_Sobble,Sobble
pokemon_name_Drizzile,Drizzile
pokemon_name_Inteleon,Inteleon
pokemon_name_Skwovet,Skwovet
pokemon_name_Greedent,Greedent
pokemon_name_Rookidee,Rookidee
pokemon_name_Corvisquire,Corvisquire
pokemon_name_Corviknight,Corviknight
pokemon_name_Blipbug,Blipbug
pokemon_name_Dottler,Dottler
pokemon_name_Orbeetle,Orbeetle
pokemon_name_Nickit,Nickit
pokemon_name_Thievul,Thievul
pokemon_name_Gossifleur,Gossifleur
pokemon_name_Eldegoss,Eldegoss
pokemon_name_Wooloo,Wooloo
pokemon_name_Dubwool,Dubwool
pokemon_name_Chewtle,Chewtle
pokemon_name_Drednaw,Drednaw
pokemon_name_Yamper,Yamper
pokemon_name_Boltund,Boltund
pokemon_name_Rolycoly,Rolycoly
pokemon_name_Carkol,Carkol
pokemon_name_Coalossal,Coalossal
pokemon_name_Applin,Applin
pokemon_name_Flapple,Flapple
pokemon_name_Appletun,Appletun
pokemon_name_Silicobra,Silicobra
pokemon_name_Sandaconda,Sandaconda
pokemon_name_Cramorant,Cramorant
pokemon_name_Arrokuda,Arrokuda
pokemon_name_Barraskewda,Barraskewda
pokemon_name_Toxel,Toxel
pokemon_name_Toxtricity,Toxtricity
pokemon_name_Sizzlipede,Sizzlipede
pokemon_name_Centiskorch,Centiskorch
pokemon_name_Clobbopus,Clobbopus
pokemon_name_Grapploct,Grapploct
pokemon_name_Sinistea,Sinistea
pokemon_name_Polteageist,Polteageist
pokemon_name_Hatenna,Hatenna
pokemon_name_Hattrem,Hattrem
pokemon_name_Hatterene,Hatterene
pokemon_name_Impidimp,Impidimp
pokemon_name_Morgrem,Morgrem
pokemon_name_Grimmsnarl,Grimmsnarl
pokemon_name_Obstagoon,Obstagoon
pokemon_name_Perrserker,Perrserker
pokemon_name_Cursola,Cursola
pokemon_name_Sirfetch'd,Sirfetch'd
pokemon_name_Mr. Rime,Mr. Rime
pokemon_name_Runerigus,Runerigus
pokemon_name_Milcery,Milcery
pokemon_name_Alcremie,Alcremie
pokemon_name_Falinks,Falinks
pokemon_name_Pincurchin,Pincurchin
pokemon_name_Snom,Snom
pokemon_name_Frosmoth,Frosmoth
pokemon_name_Stonjourner,Stonjourner
pokemon_name_Eiscue,Eiscue
pokemon_name_Indeedee,Indeedee
pokemon_name_Morpeko,Morpeko
pokemon_name_Cufant,Cufant
pokemon_name_Copperajah,Copperajah
pokemon_name_Dracozolt,Dracozolt
pokemon_name_Arctozolt,Arctozolt
pokemon_name_Dracovish,Dracovish
pokemon_name_Arctovish,Arctovish
pokemon_name_Duraludon,Duraludon
pokemon_name_Dreepy,Dreepy
pokemon_name_Drakloak,Drakloak
pokemon_name_Dragapult,Dragapult
pokemon_name_Zacian,Zacian
pokemon_name_Zamazenta,Zamazenta
pokemon_name_Eternatus,Eternatus
pokemon_name_Kubfu,Kubfu
pokemon_name_Urshifu,Urshifu
pokemon_name_Zarude,Zarude
pokemon_name_Regieleki,Regieleki
pokemon_name_Regidrago,Regidrago
pokemon_name_Glastrier,Glastrier
pokemon_name_Spectrier,Spectrier
pokemon_name_Calyrex,Calyrex
pokemon_name_Wyrdeer,Wyrdeer
pokemon_name_Kleavor,Kleavor
pokemon_name_Ursaluna,Ursaluna
pokemon_name_Basculegion,Basculegion
pokemon_name_Sneasler,Sneasler
pokemon_name_Overqwil,Overqwil
pokemon_name_Enamorus,Enamorus
--------------
Item names:
Balls:
item_name_1,Bola Mestre
item_name_2,Bola Ultra
item_pluralname_2,Bolas Ultra
item_name_3,Bola Premier
item_pluralname_3,Bolas Premier
item_name_4,Bola Ótima
item_pluralname_4,Bolas Ótimas
item_name_5,PokéBola
item_name_45,Bola Estimada
item_pluralname_45,Bolas Estimadas
item_name_79,Bola Dive
item_pluralname_79,Bolas Dive
item_name_80,Bola Rede
item_pluralname_80,Bolas Rede
item_name_129,Bola Ligeira
item_pluralname_129,Bolas Ligeiras
item_name_150,Bola Timer
item_pluralname_150,Bolas Timer
item_name_157,Bola Pesada
item_pluralname_157,Bolas Pesadas
item_name_158,Bola Crepúsculo
item_pluralname_158,Bolas Crepúsculo
item_name_159,Bola Nível
item_pluralname_159,Bolas Nível
item_name_160,Bola Isca
item_pluralname_160,Bolas Isca
item_name_161,Bola Rapida
item_pluralname_161,Bolas Rapida
item_name_164,Bola Amizade
item_pluralname_164,Bolas Amizade
item_name_165,Bola Lunar
item_pluralname_165,Bolas Lunar
item_name_166,Bola do Amor
item_pluralname_166,Bolas do Amor
item_name_168,Bola Repetição
item_pluralname_168,Bolas Repetição
item_name_174,Bola Luxuosa
item_pluralname_174,Bolas Luxuosas
item_name_177,Bola Esportiva
item_pluralname_177,Bolas Esportiva
item_name_181,Bola Safari
item_pluralname_181,Bolas Safari
item_name_186,Bola Cura
item_pluralname_186,Bolas Cura
item_name_188,Bola Ninho
item_pluralname_188,Bolas Ninho

Key Items:
item_name_6,Bicicleta
item_name_41,S.S. Ticket
item_name_54,Porta Moedas
item_name_55,Detector de Itens
item_name_56,Asa de Cristal
item_name_58,Vara Velha
item_name_59,Vara Boa
item_name_61,Super Vara
item_name_66,Escama Vermelha
item_name_67,Poção Secreta
item_name_69,Ovo Misterioso
item_name_71,Asa de Prata
item_name_78,Tênis de Corrida
item_name_115,Bola GS
item_name_116,Cartão Azul
item_name_127,Cartão Chave
item_name_128,Parte de Maquina
item_name_130,Item Perdido
item_name_133,Chave do Porão
item_name_134,Passe
item_name_175,Regador Squirt
item_name_178,Asa Arco-Íris
item_name_241,Charme Oval
item_name_242,Charme Brilhante
item_name_265,Passe Tri
item_name_284,Passe Arco-Íris
item_name_285,Mapa do Mar Velho
item_name_286,Pedaço Ancestral
item_name_292,Mapa do Mar Vazio
item_name_592,Mapa do Mar da Liberdade
item_name_576,Mega Bracelete
item_name_651,Pedra da Luz
item_name_652,Pedra da Escuridão
item_name_653,Black Augurite
item_name_658,Exp. para Todos

Technical Machines:
item_name_191,TM 01
item_name_192,TM 02
item_name_193,TM 03
item_name_194,TM 04
item_name_195,TM 05
item_name_196,TM 06
item_name_197,TM 07
item_name_198,TM 08
item_name_199,TM 09
item_name_200,TM 10
item_name_201,TM 11
item_name_202,TM 12
item_name_203,TM 13
item_name_204,TM 14
item_name_205,TM 15
item_name_206,TM 16
item_name_207,TM 17
item_name_208,TM 18
item_name_209,TM 19
item_name_210,TM 20
item_name_211,TM 21
item_name_212,TM 22
item_name_213,TM 23
item_name_214,TM 24
item_name_215,TM 25
item_name_216,TM 26
item_name_217,TM 27
item_name_218,TM 28
item_name_219,TM 29
item_name_220,TM 30
item_name_221,TM 31
item_name_222,TM 32
item_name_223,TM 33
item_name_224,TM 34
item_name_225,TM 35
item_name_226,TM 36
item_name_227,TM 37
item_name_228,TM 38
item_name_229,TM 39
item_name_230,TM 40
item_name_231,TM 41
item_name_232,TM 42
item_name_233,TM 43
item_name_234,TM 44
item_name_235,TM 45
item_name_236,TM 46
item_name_237,TM 47
item_name_238,TM 48
item_name_239,TM 49
item_name_240,TM 50
item_name_351,TM 51
item_name_352,TM 52
item_name_353,TM 53
item_name_354,TM 54
item_name_355,TM 55
item_name_356,TM 56
item_name_357,TM 57
item_name_358,TM 58
item_name_359,TM 59
item_name_360,TM 60
item_name_361,TM 61
item_name_362,TM 62
item_name_363,TM 63
item_name_364,TM 64
item_name_365,TM 65
item_name_366,TM 66
item_name_367,TM 67
item_name_368,TM 68
item_name_369,TM 69
item_name_370,TM 70
item_name_371,TM 71
item_name_372,TM 72
item_name_373,TM 73
item_name_374,TM 74
item_name_375,TM 75
item_name_376,TM 76
item_name_377,TM 77
item_name_378,TM 78
item_name_379,TM 79
item_name_380,TM 80
item_name_381,TM 81
item_name_382,TM 82
item_name_383,TM 83
item_name_384,TM 84
item_name_385,TM 85
item_name_386,TM 86
item_name_387,TM 87
item_name_388,TM 88
item_name_389,TM 89
item_name_390,TM 90
item_name_391,TM 91
item_name_392,TM 92
item_name_393,TM 93
item_name_394,TM 94
item_name_395,TM 95
item_name_396,TM 96
item_name_397,TM 97
item_name_398,TM 98
item_name_399,TM 99
item_name_400,TM 100
item_name_401,TM 101
item_name_402,TM 102
item_name_403,TM 103
item_name_404,TM 104
item_name_405,TM 105
item_name_406,TM 106
item_name_407,TM 107
item_name_408,TM 108
item_name_409,TM 109
item_name_410,TM 110
item_name_411,TM 111
item_name_412,TM 112
item_name_413,TM 113
item_name_414,TM 114
item_name_415,TM 115
item_name_416,TM 116
item_name_417,TM 117
item_name_418,TM 118
item_name_419,TM 119
item_name_420,TM 120
item_name_421,TM 121
item_name_422,TM 122
item_name_423,TM 123
item_name_424,TM 124
item_name_425,TM 125
item_name_426,TM 126
item_name_427,TM 127
item_name_428,TM 128
item_name_429,TM 129
item_name_430,TM 130
item_name_431,TM 131
item_name_432,TM 132
item_name_433,TM 133
item_name_434,TM 134
item_name_435,TM 135
item_name_436,TM 136
item_name_437,TM 137
item_name_438,TM 138
item_name_439,TM 139
item_name_440,TM 140
item_name_441,TM 141
item_name_442,TM 142
item_name_443,TM 143
item_name_444,TM 144
item_name_445,TM 145
item_name_446,TM 146
item_name_447,TM 147
item_name_448,TM 148
item_name_449,TM 149
item_name_450,TM 150
item_name_451,TM 151
item_name_452,TM 152
item_name_453,TM 153
item_name_454,TM 154
item_name_455,TM 155
item_name_456,TM 156
item_name_457,TM 157
item_name_458,TM 158
item_name_459,TM 159
item_name_460,TM 160
item_name_461,TM 161
item_name_462,TM 162
item_name_463,TM 163
item_name_464,TM 164
item_name_465,TM 165
item_name_466,TM 166
item_name_467,TM 167
item_name_468,TM 168
item_name_469,TM 169
item_name_470,TM 170
item_name_471,TM 171
item_name_472,TM 172
item_name_473,TM 173
item_name_474,TM 174
item_name_475,TM 175
item_name_476,TM 176
item_name_477,TM 177
item_name_478,TM 178
item_name_479,TM 179
item_name_480,TM 180
item_name_481,TM 181

Hidden Machines:
item_name_247,HM 01
item_name_244,HM 02
item_name_245,HM 03
item_name_246,HM 04
item_name_243,HM 05
item_name_248,HM 06
item_name_249,HM 07
item_name_250,HM 08
item_name_251,HM 09
item_name_252,HM 10

Medicine:
item_name_7,Lava Cookie
item_name_9,Antidoto
item_name_10,Cura Queimadura
item_pluralname_10,Cura Queimadura
item_name_11,Cura Gelo
item_pluralname_11,Cura Gelo
item_name_12,Despertador
item_pluralname_12,Despertadores
item_name_13,Cura Paralisia
item_pluralname_13,Cura Paralisia
item_name_14,Restauração Total
item_pluralname_14,Restaurações Totais
item_name_15,Poção Máxima
item_pluralname_15,Poções Máximas
item_name_16,Hiper Poção
item_pluralname_16,Hiper Poções
item_name_17,Super Poção
item_pluralname_17,Super Poções
item_name_18,Poção
item_pluralname_18,Poções
item_name_21,Elixir Máximo
item_name_32,Doce Raro
item_pluralname_32,Doces Raros
item_name_38,Cura Total
item_pluralname_38,Curas Totais
item_name_39,Reviver
item_pluralname_39,Reviver
item_name_40,Reviver Máximo
item_pluralname_40,Reviver Máximos
item_name_46,Água Fresca
item_pluralname_46,Águas Frescas
item_name_47,Refrigerante
item_name_48,Limonada
item_name_62,PP Up
item_name_63,Ether
item_name_64,Ether Máximo
item_pluralname_64,Ethers Máximos
item_name_65,Elixir
item_pluralname_65,Elixires
item_name_72,Leite Moo Moo
item_name_114,Barrinha da Fúria
item_pluralname_114,Barrinhas da Fúria
item_name_121,Farinha Energética
item_pluralname_121,Farinhas Energéticas
item_name_122,Raíz Energética
item_pluralname_122,Raízes Energéticas
item_name_123,Farinha da Cura
item_pluralname_123,Farinhas da Cura
item_name_124,Erva Ressucitadora
item_pluralname_124,Ervas Ressucitadoras
item_name_139,Suco de Berry
item_pluralname_139,Sucos de Berry
item_name_152,Pewter Crunchies
item_name_156,Cinzas Sagradas
item_pluralname_156,Cinzas Sagradas
item_name_266,Fanta
item_name_502,PP Máximo

Berries:
item_name_2000,Cheri
item_name_2001,Chesto
item_name_2002,Pecha
item_name_2003,Rawst
item_name_2004,Aspear
item_name_2005,Leppa
item_name_2006,Oran
item_name_2007,Persim
item_name_2008,Lum
item_name_2009,Sitrus
item_name_2010,Figy
item_name_2011,Wiki
item_name_2012,Mago
item_name_2013,Aguav
item_name_2014,Iapapa
item_name_2015,Razz
item_name_2016,Bluk
item_name_2017,Nanab
item_name_2018,Wepear
item_name_2019,Pinap
item_name_2020,Pomeg
item_name_2021,Kelpsy
item_name_2022,Qualot
item_name_2023,Hondew
item_name_2024,Grepa
item_name_2025,Tamato
item_name_2026,Cornn
item_name_2027,Magost
item_name_2028,Rabuta
item_name_2029,Nomel
item_name_2030,Spelon
item_name_2031,Pamtre
item_name_2032,Watmel
item_name_2033,Durin
item_name_2034,Belue
item_name_2035,Occa
item_name_2036,Passho
item_name_2037,Wacan
item_name_2038,Rindo
item_name_2039,Yache
item_name_2040,Chople
item_name_2041,Kebia
item_name_2042,Shuca
item_name_2043,Coba
item_name_2044,Payapa
item_name_2045,Tanga
item_name_2046,Charti
item_name_2047,Kasib
item_name_2048,Haban
item_name_2049,Colbur
item_name_2050,Babiri
item_name_2051,Chilan
item_name_2052,Liechi
item_name_2053,Ganlon
item_name_2054,Salac
item_name_2055,Petaya
item_name_2056,Apicot
item_name_2057,Lansat
item_name_2058,Starf
item_name_2059,Enigma
item_name_2060,Micle
item_name_2061,Custap
item_name_2062,Jaboca
item_name_2063,Rowap
item_name_2064,Roseli
item_name_2065,Kee
item_name_2066,Maranga

Stones:
item_name_8,Pedra da Lua
item_pluralname_8,Pedras da Lua
item_name_22,Pedra do Fogo
item_pluralname_22,Pedras do Fogo
item_name_23,Pedra do Trovão
item_pluralname_23,Pedras Pedra do Trovão
item_name_24,Pedra D'Água
item_pluralname_24,Pedras D'Água
item_name_34,Pedra da Folha
item_pluralname_34,Pedras da Folha
item_name_112,Pedra Eterna
item_pluralname_112,Pedras Eternas
item_name_169,Pedra do Sol
item_pluralname_169,Pedras do Sol
item_name_262,Pedra Grudenta
item_pluralname_262,Pedras Grudentas
item_name_593,Pedra de Gelo
item_pluralname_593,Pedras de Gelo
item_name_135,Pedra Brilhante
item_pluralname_135,Pedras Brilhantes
item_name_136,Pedra do Crepúsculo
item_pluralname_136,Pedras do Crepúsculo
item_name_137,Pedra do Amanhecer
item_pluralname_137,Pedras do Amanhecer

Standard:
item_name_19,Corda de Escapada
item_pluralname_19,Cordas de Escapada
item_name_30,Lucky Punch
item_name_35,Poeira de Metal
item_name_36,Nugget
item_name_37,Poké Boneca
item_name_57,Divisor de Exp.
item_name_60,Folha de Prata
item_pluralname_60,Folhas de Prata
item_name_70,Espinho Pegajoso
item_name_73,Garra Ligeira
item_name_74,Lentes de Aumento
item_name_75,Folha Dourada
item_pluralname_75,Folhas Douradas
item_name_76,Areia Macia
item_pluralname_76,Areias Macias
item_name_77,Bico Afiado
item_name_81,Espinho Venenoso
item_name_82,Pedra do Rei
item_name_83,Escama Prisma
item_pluralname_83,Escamas Prisma
item_name_84,Pano Ceifador
item_name_88,Pó de Prata
item_name_90,Cachecol de Seda
item_name_91,Amuleto Moeda
item_name_94,Amuleto Purificador
item_name_95,Água Mística
item_name_96,Colher Torcida
item_name_98,Faixa Preta
item_name_100,Magmarizer
item_name_102,Óculos Escuros
item_name_103,Rabo de Slowpoke
item_name_104,Laço Rosa
item_name_105,Graveto
item_name_106,Bomba de Fumaça
item_name_107,Gelo Inderretivel
item_name_108,Imã
item_name_109,Osso Raro
item_pluralname_109,Ossos Raros
item_name_110,Perola
item_name_111,Perola Grande
item_pluralname_111,Perolas Grande
item_name_113,Amuleto Mágico
item_name_117,Semente Milagroça
item_name_118,Bastão Grosso
item_name_119,Faixa de Foco
item_name_120,Electirizer
item_name_125,Pedra Dura
item_name_126,Ovo da Sorte
item_pluralname_126,Ovos da Sorte
item_name_131,Poeira Estelar
item_name_132,Pedaço de Estrela
item_name_138,Carvão
item_pluralname_138,Carvões
item_name_140,Lente de Precisão
item_name_141,Protetor
item_name_142,Cauda Atrasada
item_name_143,Revestida Metalica
item_name_144,Presa de Dragão
item_name_145,Incenso Ondas
item_name_146,Sobras
item_name_147,Flauta Branca
item_name_148,Sino Sereno
item_name_149,Pedaço de Cometa
item_name_151,Escama de Dragão
item_name_153,Cogumelo Balm
item_name_154,Casco Abandonado
item_name_155,Pó Ligeiro
item_name_162,Escama do Mar Profundo
item_name_163,Bola Luz
item_name_167,Dente do Mar Profundo
item_name_170,Gene Berserk
item_name_171,Lentes Longas
item_name_172,Up-Grade
item_name_173,Colar de Perolas
item_name_176,Garra Agarradora
item_name_179,Pedra Oval
item_name_180,Pedaço de Tijolo
item_name_182,Gosma Preta
item_name_183,Presa Gilete
item_name_184,Garra Gilete
item_name_185,Disco Duvidoso
item_name_187,Capsula de Habilidade
item_name_189,Nugget Grande
item_name_190,Escama Coração
item_name_263,Incenso Estranho
item_name_264,Incenso Marinho
item_name_287,Incenso de Rosa
item_name_288,Incenso Completo
item_name_289,Incenso Relaxante
item_name_290,Incenso da Sorte
item_name_291,Incenso Puro
item_name_293,Pedra Úmida
item_name_294,Pedra Quente
item_name_295,Pedra Macia
item_name_296,Pedra Gelada
item_name_297,Barro Claro
item_name_298,Eviolite
item_name_299,Incenso de Pedra
item_name_503,Sachê
item_name_504,Sonho Chicoteado
item_name_505,Esfera Toxica
item_name_506,Esfera da Vida
item_name_577,Esfera de Fogo
item_name_578,Faixa da Escolha
item_name_579,Cachecol da Escolha
item_name_580,Óculos da Escolha
item_name_581,Braçadeira Macho
item_name_582,Peso do Poder
item_name_583,Braçadeira do Poder
item_name_584,Cinto do Poder
item_name_585,Lentes do Poder
item_name_586,Faixa do Poder
item_name_587,Tornozeleira do Poder
item_name_591,Cinto Experiente
item_name_594,Bola de Neve
item_name_595,Bateria
item_name_596,Semente Elétrica
item_name_597,Semente Gramada
item_name_598,Semente Nevoada
item_name_599,Semente Psíquica
item_name_600,Extensor de Terreno
item_name_648,Poké Brinquedo
item_name_649,Cauda Fofa
item_name_650,Pó Brilhante
item_name_654,Bloco Peat
item_name_1996,Drive Quente
item_name_1997,Drive Frio
item_name_1998,Drive Encharcado
item_name_1999,Drive Chocante

Fossils:
item_name_601,Fóssil Helix Fossil
item_name_602,Fóssil Domo Fossil
item_name_603,Amber Antigo
item_name_604,Fóssil Raiz
item_name_605,Fóssil Garra
item_name_606,Fóssil Crânio
item_name_607,Fóssil Armadura
item_name_608,Fóssil Cobertura
item_name_609,Fóssil Pluma
item_name_610,Fóssil Mandíbula
item_name_611,Fóssil Velejador

Repels:
item_name_20,Repelente
item_name_42,Super Repelente
item_name_43,Repelente Máximo
item_pluralname_43,Repelentes Máximos

Vitamins:
item_name_25,Zinco
item_name_26,HPUp
item_name_27,Proteina
item_name_28,Ferro
item_name_29,Carboidrato
item_name_31,Cálcio

XItems:
item_name_33,XPrecisão
item_name_44,Dire Hit
item_name_49,XAtaque
item_name_50,XSp. Def.
item_name_51,XDefesa
item_name_52,XVelocidade
item_name_53,XSp. Atq.
item_name_68,Guard Spec

Apricorns:
item_name_85,Bolota Vermelha
item_pluralname_85,Bolotas Vermelhas
item_name_89,Bolota Azul
item_pluralname_89,Bolotas Azuis
item_name_92,Bolota Amarela
item_pluralname_92,Bolotas Amarelas
item_name_93,Bolota Verde
item_pluralname_93,Bolotas Verdes
item_name_97,Bolota Branca
item_pluralname_97,Bolotas Brancas
item_name_99,Bolota Preta
item_pluralname_99,Bolotas Pretas
item_name_101,Bolota Rosa
item_pluralname_101,Bolotas Rosa

Plants:
item_name_86,Pequeno Cogumelo
item_pluralname_86,Pequenos Cogumelos
item_name_87,Grande Cogumelo
item_pluralname_87,Grandes Cogumelos
item_name_253,Mel

Wings:
item_name_254,Asa da Saúde
item_pluralname_254,Asas da Saúde
item_name_255,Asa Musculosa
item_pluralname_255,Asas Musculosas
item_name_256,Asa Resistente
item_pluralname_256,Asas Resistentes
item_name_257,Asa Genial
item_pluralname_257,Asas Geniais
item_name_258,Asa Esperta
item_pluralname_258,Asas Espertas
item_name_259,Asa Veloz
item_pluralname_259,Asas Velozes
item_name_260,Asa Bonita
item_pluralname_260,Asas Bonitas
item_name_261,Asa Grudenta
item_pluralname_261,Asas Grudentas

Plates:
item_name_267,Placa Draconica
item_name_268,Placa de Temor
item_name_269,Placa de Terra
item_name_270,Placa de Punho
item_name_271,Placa de Chamas
item_name_272,Placa de Gelo
item_name_273,Placa de Inseto
item_name_274,Placa de Ferro
item_name_275,Placa de Plantas
item_name_276,Placa da Mente
item_name_277,Placa de Duende
item_name_278,Placa do Céu
item_name_279,Placa Encharcada
item_name_280,Placa Assustadora
item_name_281,Placa de Pedra
item_name_282,Placa Tóxica
item_name_283,Placa Eletrizante

Mail:
item_name_300,Grass Mail
item_name_301,Bead Mail
item_name_302,Dream Mail
item_name_303,Fab Mail
item_name_304,Glitter Mail
item_name_305,Harbor Mail
item_name_306,Mech Mail
item_name_307,Orange Mail
item_name_308,Retro Mail
item_name_309,Shadow Mail
item_name_310,Tropic Mail
item_name_311,Wave Mail
item_name_312,Wood Mail
item_name_313,Air Mail
item_name_314,Bloom Mail
item_name_315,Brick Mail
item_name_316,Bubble Mail
item_name_317,Flame Mail
item_name_318,Heart Mail
item_name_319,Mosaic Mail
item_name_320,Snow Mail
item_name_321,Space Mail
item_name_322,Steel Mail
item_name_323,Tunnel Mail
item_name_324,Bridge Mail T
item_name_325,Bridge Mail D
item_name_326,Bridge Mail S
item_name_327,Bridge Mail V
item_name_328,Bridge Mail M
item_name_329,Favored Mail
item_name_330,Thanks Mail
item_name_331,Inquiry Mail
item_name_332,Greet Mail
item_name_333,RSVPMail
item_name_334,Like Mail
item_name_335,Reply Mail
item_name_336,Kolben Mail

Mega Stones:
item_name_507,Abomasite
item_name_508,Absolite
item_name_509,Aerodactylite
item_name_510,Aggronite
item_name_511,Alakazite
item_name_512,Ampharosite
item_name_513,Banettite
item_name_514,Blastoisinite
item_name_515,Blazikenite
item_name_516,Charizardite X
item_name_517,Charizardite Y
item_name_518,Garchompite
item_name_519,Gardevoirite
item_name_520,Gengarite
item_name_521,Gyaradosite
item_name_522,Heracronite
item_name_523,Houndoominite
item_name_524,Kangaskhanite
item_name_525,Lucarionite
item_name_526,Manectite
item_name_527,Mawilite
item_name_528,Medichamite
item_name_529,Mewtwonite X
item_name_530,Mewtwonite Y
item_name_531,Pinsirite
item_name_532,Scizorite
item_name_533,Tyranitarite
item_name_534,Venusaurite
item_name_535,Altarianite
item_name_536,Audinite
item_name_537,Beedrillite
item_name_538,Cameruptite
item_name_539,Diancite
item_name_540,Galladite
item_name_541,Glalitite
item_name_542,Latiasite
item_name_543,Latiosite
item_name_544,Lopunnite
item_name_545,Metagrossite
item_name_546,Pidgeotite
item_name_547,Sablenite
item_name_548,Salamencite
item_name_549,Sceptilite
item_name_550,Sharpedonite
item_name_551,Slowbronite
item_name_552,Steelixite
item_name_553,Swampertite

Gems:
item_name_630,Gema de Fogo
item_name_631,Gema de Agua
item_name_632,Gema Eletrica
item_name_633,Gema de Grama
item_name_634,Gema de Gelo
item_name_635,Gema de Luta
item_name_636,Gema Venenosa
item_name_637,Gema da Terra
item_name_638,Gema Voadora
