language_name,Français
pokemon_name_Avalugg,Avalugg
pokemon_name_Noibat,Noibat
pokemon_name_Noivern,Noivern
pokemon_name_Xerneas,Xerneas
pokemon_name_Yveltal,Yveltal
pokemon_name_Zygarde,Zygarde
pokemon_name_Diancie,Diancie
pokemon_name_Hoopa,Hoopa
pokemon_name_Volcanion,Volcanion
pokemon_name_Rowlet,Rowlet
pokemon_name_Dartrix,Dartrix
pokemon_name_Decidueye,Decidueye
pokemon_name_Litten,Litten
pokemon_name_Torracat,Torracat
pokemon_name_Incineroar,Incineroar
pokemon_name_Popplio,Popplio
pokemon_name_Brionne,Brionne
pokemon_name_Primarina,Primarina
pokemon_name_Pikipek,Pikipek
pokemon_name_Trumbeak,Trumbeak
pokemon_name_Toucannon,Toucannon
pokemon_name_Yungoos,Yungoos
pokemon_name_Gumshoos,Gumshoos
pokemon_name_Grubbin,Grubbin
pokemon_name_Charjabug,Charjabug
pokemon_name_Vikavolt,Vikavolt
pokemon_name_Crabrawler,Crabrawler
pokemon_name_Crabominable,Crabominable
pokemon_name_Oricorio,Oricorio
pokemon_name_Cutiefly,Cutiefly
pokemon_name_Ribombee,Ribombee
pokemon_name_Rockruff,Rockruff
pokemon_name_Lycanroc,Lycanroc
pokemon_name_Wishiwashi,Wishiwashi
pokemon_name_Mareanie,Mareanie
pokemon_name_Toxapex,Toxapex
pokemon_name_Mudbray,Mudbray
pokemon_name_Mudsdale,Mudsdale
pokemon_name_Dewpider,Dewpider
pokemon_name_Araquanid,Araquanid
pokemon_name_Fomantis,Fomantis
pokemon_name_Lurantis,Lurantis
pokemon_name_Morelull,Morelull
pokemon_name_Shiinotic,Shiinotic
pokemon_name_Salandit,Salandit
pokemon_name_Salazzle,Salazzle
pokemon_name_Stufful,Stufful
pokemon_name_Bewear,Bewear
pokemon_name_Bounsweet,Bounsweet
pokemon_name_Steenee,Steenee
pokemon_name_Tsareena,Tsareena
pokemon_name_Comfey,Comfey
pokemon_name_Oranguru,Oranguru
pokemon_name_Passimian,Passimian
pokemon_name_Wimpod,Wimpod
pokemon_name_Golisopod,Golisopod
pokemon_name_Sandygast,Sandygast
pokemon_name_Palossand,Palossand
pokemon_name_Pyukumuku,Pyukumuku
pokemon_name_Type: Null,Type: Null
pokemon_name_Silvally,Silvally
pokemon_name_Minior,Minior
pokemon_name_Komala,Komala
pokemon_name_Turtonator,Turtonator
pokemon_name_Togedemaru,Togedemaru
pokemon_name_Mimikyu,Mimikyu
pokemon_name_Bruxish,Bruxish
pokemon_name_Drampa,Drampa
pokemon_name_Dhelmise,Dhelmise
pokemon_name_Jangmo-o,Jangmo-o
pokemon_name_Hakamo-o,Hakamo-o
pokemon_name_Kommo-o,Kommo-o
pokemon_name_Tapu Koko,Tapu Koko
pokemon_name_Tapu Lele,Tapu Lele
pokemon_name_Tapu Bulu,Tapu Bulu
pokemon_name_Tapu Fini,Tapu Fini
pokemon_name_Cosmog,Cosmog
pokemon_name_Cosmoem,Cosmoem
pokemon_name_Solgaleo,Solgaleo
pokemon_name_Lunala,Lunala
pokemon_name_Nihilego,Nihilego
pokemon_name_Buzzwole,Buzzwole
pokemon_name_Pheromosa,Pheromosa
pokemon_name_Xurkitree,Xurkitree
pokemon_name_Celesteela,Celesteela
pokemon_name_Kartana,Kartana
pokemon_name_Guzzlord,Guzzlord
pokemon_name_Necrozma,Necrozma
pokemon_name_Magearna,Magearna
pokemon_name_Marshadow,Marshadow
pokemon_name_Poipole,Poipole
pokemon_name_Naganadel,Naganadel
pokemon_name_Stakataka,Stakataka
pokemon_name_Blacephalon,Blacephalon
pokemon_name_Zeraora,Zeraora
pokemon_name_Meltan,Meltan
pokemon_name_,
pokemon_name_Grookey,Grookey
pokemon_name_Thwackey,Thwackey
pokemon_name_Rillaboom,Rillaboom
pokemon_name_Scorbunny,Scorbunny
pokemon_name_Raboot,Raboot
pokemon_name_Cinderace,Cinderace
pokemon_name_Sobble,Sobble
pokemon_name_Drizzile,Drizzile
pokemon_name_Inteleon,Inteleon
pokemon_name_Skwovet,Skwovet
pokemon_name_Greedent,Greedent
pokemon_name_Rookidee,Rookidee
pokemon_name_Corvisquire,Corvisquire
pokemon_name_Corviknight,Corviknight
pokemon_name_Blipbug,Blipbug
pokemon_name_Dottler,Dottler
pokemon_name_Orbeetle,Orbeetle
pokemon_name_Nickit,Nickit
pokemon_name_Thievul,Thievul
pokemon_name_Gossifleur,Gossifleur
pokemon_name_Eldegoss,Eldegoss
pokemon_name_Wooloo,Wooloo
pokemon_name_Dubwool,Dubwool
pokemon_name_Chewtle,Chewtle
pokemon_name_Drednaw,Drednaw
pokemon_name_Yamper,Yamper
pokemon_name_Boltund,Boltund
pokemon_name_Rolycoly,Rolycoly
pokemon_name_Carkol,Carkol
pokemon_name_Coalossal,Coalossal
pokemon_name_Applin,Applin
pokemon_name_Flapple,Flapple
pokemon_name_Appletun,Appletun
pokemon_name_Silicobra,Silicobra
pokemon_name_Sandaconda,Sandaconda
pokemon_name_Cramorant,Cramorant
pokemon_name_Arrokuda,Arrokuda
pokemon_name_Barraskewda,Barraskewda
pokemon_name_Toxel,Toxel
pokemon_name_Toxtricity,Toxtricity
pokemon_name_Sizzlipede,Sizzlipede
pokemon_name_Centiskorch,Centiskorch
pokemon_name_Clobbopus,Clobbopus
pokemon_name_Grapploct,Grapploct
pokemon_name_Sinistea,Sinistea
pokemon_name_Polteageist,Polteageist
pokemon_name_Hatenna,Hatenna
pokemon_name_Hattrem,Hattrem
pokemon_name_Hatterene,Hatterene
pokemon_name_Impidimp,Impidimp
pokemon_name_Morgrem,Morgrem
pokemon_name_Grimmsnarl,Grimmsnarl
pokemon_name_Obstagoon,Obstagoon
pokemon_name_Perrserker,Perrserker
pokemon_name_Cursola,Cursola
pokemon_name_Sirfetch'd,Sirfetch'd
pokemon_name_Mr. Rime,Mr. Rime
pokemon_name_Runerigus,Runerigus
pokemon_name_Milcery,Milcery
pokemon_name_Alcremie,Alcremie
pokemon_name_Falinks,Falinks
pokemon_name_Pincurchin,Pincurchin
pokemon_name_Snom,Snom
pokemon_name_Frosmoth,Frosmoth
pokemon_name_Stonjourner,Stonjourner
pokemon_name_Eiscue,Eiscue
pokemon_name_Indeedee,Indeedee
pokemon_name_Morpeko,Morpeko
pokemon_name_Cufant,Cufant
pokemon_name_Copperajah,Copperajah
pokemon_name_Dracozolt,Dracozolt
pokemon_name_Arctozolt,Arctozolt
pokemon_name_Dracovish,Dracovish
pokemon_name_Arctovish,Arctovish
pokemon_name_Duraludon,Duraludon
pokemon_name_Dreepy,Dreepy
pokemon_name_Drakloak,Drakloak
pokemon_name_Dragapult,Dragapult
pokemon_name_Zacian,Zacian
pokemon_name_Zamazenta,Zamazenta
pokemon_name_Eternatus,Eternatus
pokemon_name_Kubfu,Kubfu
pokemon_name_Urshifu,Urshifu
pokemon_name_Zarude,Zarude
pokemon_name_Regieleki,Regieleki
pokemon_name_Regidrago,Regidrago
pokemon_name_Glastrier,Glastrier
pokemon_name_Spectrier,Spectrier
pokemon_name_Calyrex,Calyrex
pokemon_name_Wyrdeer,Wyrdeer
pokemon_name_Kleavor,Kleavor
pokemon_name_Ursaluna,Ursaluna
pokemon_name_Basculegion,Basculegion
pokemon_name_Sneasler,Sneasler
pokemon_name_Overqwil,Overqwil
pokemon_name_Enamorus,Enamorus
--------------
Item names:
Balls:
item_name_1,Master Ball
item_name_2,Hyper Ball
item_name_3,Honor Ball
item_name_4,Super Ball
item_name_5,Poké Ball
item_name_45,Mémoire Ball
item_name_79,Scuba Ball
item_name_80,Filet Ball
item_name_129,Rapide Ball
item_name_150,Chrono Ball
item_name_157,Masse Ball
item_name_158,Sombre Ball
item_name_159,Niveau Ball
item_name_160,Appât Ball
item_name_161,Speed Ball
item_name_164,Copain Ball
item_name_165,Lune Ball
item_name_166,Love Ball
item_name_168,Bis Ball
item_name_174,Luxe Ball
item_name_177,Parc Ball
item_name_181,Safari Ball
item_name_186,Soin Ball
item_name_188,Faiblo Ball

Key Items:
item_name_6,Bicyclette
item_name_41,Passe Bateau
item_name_54,Boîte Jetons
item_name_55,Cherch'Objet
item_name_56,Crystal Wing
item_name_58,Canne
item_name_59,Super canne
item_name_61,Méga canne
item_name_66,Écaillerouge
item_name_67,Potionsecret
item_name_69,Œuf Mystère
item_name_71,Aile argent
item_name_78,Chaussures sport
item_name_115,GS Ball
item_name_116,Carte bleu
item_name_127,Carte Magn.
item_name_128,Partie Mach.
item_name_130,Poupée perdue
item_name_133,Clé sous-sol
item_name_134,Passe
item_name_175,Carapuce à O
item_name_178,Arcenci'Aile
item_name_241,Charme Ovale
item_name_242,Charme Chroma
item_name_265,Tri-Pass
item_name_284,Passe Prisme
item_name_285,Old Sea Map
item_name_286,Ancient Shard
item_name_292,Empty Sea Map
item_name_592,Liberty Sea Map
item_name_576,Méga-Bracelet
item_name_651,Galet blanc
item_name_652,Galet noir
item_name_653,Obsidienne
item_name_658,Multi Exp

Technical Machines:
item_name_191,CT 01
item_name_192,CT 02
item_name_193,CT 03
item_name_194,CT 04
item_name_195,CT 05
item_name_196,CT 06
item_name_197,CT 07
item_name_198,CT 08
item_name_199,CT 09
item_name_200,CT 10
item_name_201,CT 11
item_name_202,CT 12
item_name_203,CT 13
item_name_204,CT 14
item_name_205,CT 15
item_name_206,CT 16
item_name_207,CT 17
item_name_208,CT 18
item_name_209,CT 19
item_name_210,CT 20
item_name_211,CT 21
item_name_212,CT 22
item_name_213,CT 23
item_name_214,CT 24
item_name_215,CT 25
item_name_216,CT 26
item_name_217,CT 27
item_name_218,CT 28
item_name_219,CT 29
item_name_220,CT 30
item_name_221,CT 31
item_name_222,CT 32
item_name_223,CT 33
item_name_224,CT 34
item_name_225,CT 35
item_name_226,CT 36
item_name_227,CT 37
item_name_228,CT 38
item_name_229,CT 39
item_name_230,CT 40
item_name_231,CT 41
item_name_232,CT 42
item_name_233,CT 43
item_name_234,CT 44
item_name_235,CT 45
item_name_236,CT 46
item_name_237,CT 47
item_name_238,CT 48
item_name_239,CT 49
item_name_240,CT 50
item_name_351,CT 51
item_name_352,CT 52
item_name_353,CT 53
item_name_354,CT 54
item_name_355,CT 55
item_name_356,CT 56
item_name_357,CT 57
item_name_358,CT 58
item_name_359,CT 59
item_name_360,CT 60
item_name_361,CT 61
item_name_362,CT 62
item_name_363,CT 63
item_name_364,CT 64
item_name_365,CT 65
item_name_366,CT 66
item_name_367,CT 67
item_name_368,CT 68
item_name_369,CT 69
item_name_370,CT 70
item_name_371,CT 71
item_name_372,CT 72
item_name_373,CT 73
item_name_374,CT 74
item_name_375,CT 75
item_name_376,CT 76
item_name_377,CT 77
item_name_378,CT 78
item_name_379,CT 79
item_name_380,CT 80
item_name_381,CT 81
item_name_382,CT 82
item_name_383,CT 83
item_name_384,CT 84
item_name_385,CT 85
item_name_386,CT 86
item_name_387,CT 87
item_name_388,CT 88
item_name_389,CT 89
item_name_390,CT 90
item_name_391,CT 91
item_name_392,CT 92
item_name_393,CT 93
item_name_394,CT 94
item_name_395,CT 95
item_name_396,CT 96
item_name_397,CT 97
item_name_398,CT 98
item_name_399,CT 99
item_name_400,CT 100
item_name_401,CT 101
item_name_402,CT 102
item_name_403,CT 103
item_name_404,CT 104
item_name_405,CT 105
item_name_406,CT 106
item_name_407,CT 107
item_name_408,CT 108
item_name_409,CT 109
item_name_410,CT 110
item_name_411,CT 111
item_name_412,CT 112
item_name_413,CT 113
item_name_414,CT 114
item_name_415,CT 115
item_name_416,CT 116
item_name_417,CT 117
item_name_418,CT 118
item_name_419,CT 119
item_name_420,CT 120
item_name_421,CT 121
item_name_422,CT 122
item_name_423,CT 123
item_name_424,CT 124
item_name_425,CT 125
item_name_426,CT 126
item_name_427,CT 127
item_name_428,CT 128
item_name_429,CT 129
item_name_430,CT 130
item_name_431,CT 131
item_name_432,CT 132
item_name_433,CT 133
item_name_434,CT 134
item_name_435,CT 135
item_name_436,CT 136
item_name_437,CT 137
item_name_438,CT 138
item_name_439,CT 139
item_name_440,CT 140
item_name_441,CT 141
item_name_442,CT 142
item_name_443,CT 143
item_name_444,CT 144
item_name_445,CT 145
item_name_446,CT 146
item_name_447,CT 147
item_name_448,CT 148
item_name_449,CT 149
item_name_450,CT 150
item_name_451,CT 151
item_name_452,CT 152
item_name_453,CT 153
item_name_454,CT 154
item_name_455,CT 155
item_name_456,CT 156
item_name_457,CT 157
item_name_458,CT 158
item_name_459,CT 159
item_name_460,CT 160
item_name_461,CT 161
item_name_462,CT 162
item_name_463,CT 163
item_name_464,CT 164
item_name_465,CT 165
item_name_466,CT 166
item_name_467,CT 167
item_name_468,CT 168
item_name_469,CT 169
item_name_470,CT 170
item_name_471,CT 171
item_name_472,CT 172
item_name_473,CT 173
item_name_474,CT 174
item_name_475,CT 175
item_name_476,CT 176
item_name_477,CT 177
item_name_478,CT 178
item_name_479,CT 179
item_name_480,CT 180
item_name_481,CT 181

Hidden Machines:
item_name_247,CS 01
item_name_244,CS 02
item_name_245,CS 03
item_name_246,CS 04
item_name_243,CS 05
item_name_248,CS 06
item_name_249,CS 07
item_name_250,CS 08
item_name_251,CS 09
item_name_252,CS 10

Medicine:
item_name_7,Lava Cookie
item_name_9,Antidote
item_name_10,Anti-Brûle
item_name_11,Ice Heal
item_name_12,Réveil
item_name_13,Anti-Para
item_name_14,Guérison
item_name_15,Potion Max
item_name_16,Hyper Potion
item_name_17,Super Potion
item_name_18,Potion
item_name_21,Max Elixir
item_name_32,Super Bonbon
item_name_38,Total Soin
item_name_39,Rappel
item_name_40,Rappel Max
item_name_46,Eau Fraîche
item_name_47,Soda Cool
item_name_48,Limonade
item_name_62,PP Plus
item_name_63,Huile
item_name_64,Huile Max
item_name_65,Élixir
item_name_72,Lait Meumeu
item_name_114,Bonbon Rage
item_name_121,Poudrénergie
item_name_122,Racinénergie
item_name_123,Poudre Soin
item_name_124,Herbe Rappel
item_name_139,Jus de Baie
item_name_152,Pewter Crunchies
item_name_156,Cendresacrée
item_name_266,Fanta
item_name_502,PPMax

Berries:
item_name_2000,Ceriz
item_name_2001,Maron
item_name_2002,Pêcha
item_name_2003,Fraive
item_name_2004,Willia
item_name_2005,Mepo
item_name_2006,Oran
item_name_2007,Kika
item_name_2008,Prine
item_name_2009,Sitrus
item_name_2010,Figuy
item_name_2011,Wiki
item_name_2012,Mago
item_name_2013,Gowav
item_name_2014,Papaya
item_name_2015,Razz
item_name_2016,Bluk
item_name_2017,Nanab
item_name_2018,Wepear
item_name_2019,Pinap
item_name_2020,Pomeg
item_name_2021,Kelpsy
item_name_2022,Qualot
item_name_2023,Hondew
item_name_2024,Grepa
item_name_2025,Tamato
item_name_2026,Cornn
item_name_2027,Magost
item_name_2028,Rabuta
item_name_2029,Nomel
item_name_2030,Spelon
item_name_2031,Pamtre
item_name_2032,Watmel
item_name_2033,Durin
item_name_2034,Belue
item_name_2035,Occa
item_name_2036,Passho
item_name_2037,Wacan
item_name_2038,Rindo
item_name_2039,Yache
item_name_2040,Chople
item_name_2041,Kebia
item_name_2042,Shuca
item_name_2043,Coba
item_name_2044,Payapa
item_name_2045,Tanga
item_name_2046,Charti
item_name_2047,Kasib
item_name_2048,Haban
item_name_2049,Colbur
item_name_2050,Babiri
item_name_2051,Chilan
item_name_2052,Liechi
item_name_2053,Ganlon
item_name_2054,Salac
item_name_2055,Petaya
item_name_2056,Apicot
item_name_2057,Lansat
item_name_2058,Starf
item_name_2059,Enigma
item_name_2060,Micle
item_name_2061,Custap
item_name_2062,Jaboca
item_name_2063,Rowap
item_name_2064,Roseli
item_name_2065,Kee
item_name_2066,Maranga

Stones:
item_name_8,Pierre Lune
item_name_22,Pierre Feu
item_name_23,Pierre Foudre
item_name_24,Pierre Eau
item_name_34,Pierre Plante
item_name_112,Pierre Stase
item_name_169,Pierresoleil
item_name_262,Sticky Rock
item_name_593,Pierre Glace
item_name_135,Pierre Éclat
item_name_136,Pierre Nuit
item_name_137,Pierre Aube

Standard:
item_name_19,Corde Sortie
item_name_30,Lucky Punch
item_name_35,Metal Powder
item_name_36,Nugget
item_name_37,Poké Doll
item_name_57,Exp. Share
item_name_60,Silver Leaf
item_name_70,Sticky Barb
item_name_73,Quick Claw
item_name_74,Zoom Lens
item_name_75,Gold Leaf
item_name_76,Soft Sand
item_name_77,Sharp Beak
item_name_81,Poison Barb
item_name_82,King's Rock
item_name_83,Prism Scale
item_name_84,Reaper Cloth
item_name_88,Silver Powder
item_name_90,Silk Scarf
item_name_91,Amulet Coin
item_name_94,Cleanse Tag
item_name_95,Mystic Water
item_name_96,Twisted Spoon
item_name_98,Black Belt
item_name_100,Magmarizer
item_name_102,Black Glasses
item_name_103,Slowpoke Tail
item_name_104,Pink Bow
item_name_105,Stick
item_name_106,Smoke Ball
item_name_107,Nevermelt Ice
item_name_108,Magnet
item_name_109,Rare Bone
item_name_110,Pearl
item_name_111,Big Pearl
item_name_113,Spell Tag
item_name_117,Miracle Seed
item_name_118,Thick Club
item_name_119,Focus Band
item_name_120,Electirizer
item_name_125,Hard Stone
item_name_126,Lucky Egg
item_name_131,Stardust
item_name_132,Star Piece
item_name_138,Charcoal
item_name_140,Scope Lens
item_name_141,Protector
item_name_142,Lagging Tail
item_name_143,Metal Coat
item_name_144,Dragon Fang
item_name_145,Wave Incense
item_name_146,Leftovers
item_name_147,White Flute
item_name_148,Soothe Bell
item_name_149,Comet Shard
item_name_151,Dragon Scale
item_name_153,Balm Mushroom
item_name_154,Shed Shell
item_name_155,Quick Powder
item_name_162,Deep Sea Scale
item_name_163,Light Ball
item_name_167,Deep Sea Tooth
item_name_170,Berserk Gene
item_name_171,Wide Lens
item_name_172,Up-Grade
item_name_173,Pearl String
item_name_176,Grip Claw
item_name_179,Oval Stone
item_name_180,Brick Piece
item_name_182,Black Sludge
item_name_183,Razor Fang
item_name_184,Razor Claw
item_name_185,Dubious Disc
item_name_187,Ability Capsule
item_name_189,Big Nugget
item_name_190,Heart Scale
item_name_263,Odd Incense
item_name_264,Sea Incense
item_name_287,Rose Incence
item_name_288,Full Incense
item_name_289,Lax Incense
item_name_290,Luck Incense
item_name_291,Pure Incense
item_name_293,Damp Rock
item_name_294,Heat Rock
item_name_295,Smooth Rock
item_name_296,Icy Rock
item_name_297,Light Clay
item_name_298,Eviolite
item_name_299,Rock Incense
item_name_503,Sachet
item_name_504,Whipped Dream
item_name_505,Toxic Orb
item_name_506,Life Orb
item_name_577,Flame Orb
item_name_578,Choice Band
item_name_579,Choice Scarf
item_name_580,Choice Specs
item_name_581,Macho Brace
item_name_582,Power Weight
item_name_583,Power Bracer
item_name_584,Power Belt
item_name_585,Power Lens
item_name_586,Power Band
item_name_587,Power Anklet
item_name_591,Expert Belt
item_name_594,Snowball
item_name_595,Cell Battery
item_name_596,Electric Seed
item_name_597,Grassy Seed
item_name_598,Misty Seed
item_name_599,Psychic Seed
item_name_600,Terrain Extender
item_name_648,Poké Toy
item_name_649,Fluffy Tail
item_name_650,Bright Powder
item_name_654,Peat Block
item_name_1996,Burn Drive
item_name_1997,Chill Drive
item_name_1998,Douse Drive
item_name_1999,Shock Drive

Fossils:
item_name_601,Nautile
item_name_602,Fossile Dôme
item_name_603,Vieil Ambre
item_name_604,Fossile Racine
item_name_605,Fossile Griffe
item_name_606,Fossile Crâne
item_name_607,Fossile Armure
item_name_608,Fossile Plaque
item_name_609,Fossile Plume
item_name_610,Fossile Mâchoire
item_name_611,Fossile Nageoire

Repels:
item_name_20,Repousse
item_name_42,Superepousse
item_name_43,Max Repousse

Vitamins:
item_name_25,Zinc
item_name_26,PV Plus
item_name_27,Protéine
item_name_28,Fer
item_name_29,Carbone
item_name_31,Calcium

XItems:
item_name_33,Précision +
item_name_44,Muscle +
item_name_49,Attaque +
item_name_50,Sp. Def.+
item_name_51,Défense +
item_name_52,Vitesse +
item_name_53,Sp. Atk.+
item_name_68,Défense Spec.

Apricorns:
item_name_85,Noigrume Rge
item_name_89,Noigrume Blu
item_name_92,Noigrume Jne
item_name_93,Noigrume Ver
item_name_97,Noigrume Blc
item_name_99,Noigrume Noi
item_name_101,Noigrume Ros

Plants:
item_name_86,Petit Champi
item_name_87,Gros Champi
item_name_253,Honey

Wings:
item_name_254,Health Wing
item_name_255,Muscle Wing
item_name_256,Resist Wing
item_name_257,Genius Wing
item_name_258,Clever Wing
item_name_259,Swift Wing
item_name_260,Pretty Wing
item_name_261,Sticky Wing

Plates:
item_name_267,Draco Plate
item_name_268,Dread Plate
item_name_269,Earth Plate
item_name_270,Fist Plate
item_name_271,Flame Plate
item_name_272,Icicle Plate
item_name_273,Insect Plate
item_name_274,Iron Plate
item_name_275,Meadow Plate
item_name_276,Mind Plate
item_name_277,Pixie Plate
item_name_278,Sky Plate
item_name_279,Splash Plate
item_name_280,Spooky Plate
item_name_281,Stone Plate
item_name_282,Toxic Plate
item_name_283,Zap Plate

Mail:
item_name_300,Grass Mail
item_name_301,Bead Mail
item_name_302,Dream Mail
item_name_303,Fab Mail
item_name_304,Glitter Mail
item_name_305,Harbor Mail
item_name_306,Mech Mail
item_name_307,Orange Mail
item_name_308,Retro Mail
item_name_309,Shadow Mail
item_name_310,Tropic Mail
item_name_311,Wave Mail
item_name_312,Wood Mail
item_name_313,Air Mail
item_name_314,Bloom Mail
item_name_315,Brick Mail
item_name_316,Bubble Mail
item_name_317,Flame Mail
item_name_318,Heart Mail
item_name_319,Mosaic Mail
item_name_320,Snow Mail
item_name_321,Space Mail
item_name_322,Steel Mail
item_name_323,Tunnel Mail
item_name_324,Bridge Mail T
item_name_325,Bridge Mail D
item_name_326,Bridge Mail S
item_name_327,Bridge Mail V
item_name_328,Bridge Mail M
item_name_329,Favored Mail
item_name_330,Thanks Mail
item_name_331,Inquiry Mail
item_name_332,Greet Mail
item_name_333,RSVPMail
item_name_334,Like Mail
item_name_335,Reply Mail
item_name_336,Kolben Mail

Mega Stones:
item_name_507,Abomasite
item_name_508,Absolite
item_name_509,Aerodactylite
item_name_510,Aggronite
item_name_511,Alakazite
item_name_512,Ampharosite
item_name_513,Banettite
item_name_514,Blastoisinite
item_name_515,Blazikenite
item_name_516,Charizardite X
item_name_517,Charizardite Y
item_name_518,Garchompite
item_name_519,Gardevoirite
item_name_520,Gengarite
item_name_521,Gyaradosite
item_name_522,Heracronite
item_name_523,Houndoominite
item_name_524,Kangaskhanite
item_name_525,Lucarionite
item_name_526,Manectite
item_name_527,Mawilite
item_name_528,Medichamite
item_name_529,Mewtwonite X
item_name_530,Mewtwonite Y
item_name_531,Pinsirite
item_name_532,Scizorite
item_name_533,Tyranitarite
item_name_534,Venusaurite
item_name_535,Altarianite
item_name_536,Audinite
item_name_537,Beedrillite
item_name_538,Cameruptite
item_name_539,Diancite
item_name_540,Galladite
item_name_541,Glalitite
item_name_542,Latiasite
item_name_543,Latiosite
item_name_544,Lopunnite
item_name_545,Metagrossite
item_name_546,Pidgeotite
item_name_547,Sablenite
item_name_548,Salamencite
item_name_549,Sceptilite
item_name_550,Sharpedonite
item_name_551,Slowbronite
item_name_552,Steelixite
item_name_553,Swampertite

Gems:
item_name_630,Fire Gem
item_name_631,Water Gem
item_name_632,Electric Gem
item_name_633,Grass Gem
item_name_634,Ice Gem
item_name_635,Fighting Gem
item_name_636,Poison Gem
item_name_637,Ground Gem
item_name_638,Flying Gem
item_name_639,Psychic Gem
item_name_640,Bug Gem
item_name_641,Rock Gem
item_name_642,Ghost Gem
item_name_643,Dragon Gem
item_name_644,Dark Gem
item_name_645,Steel Gem
item_name_646,Normal Gem
item_name_647,Fairy Gem

Memories:
item_name_660,Bug Memory
item_name_661,Dark Memory
item_name_662,Dragon Memory
item_name_663,Electric Memory
item_name_664,Fairy Memory
item_name_665,Fighting Memory
item_name_666,Fire Memory
item_name_667,Flying Memory
item_name_668,Ghost Memory
item_name_669,Grass Memory
item_name_670,Ground Memory
item_name_671,Ice Memory
item_name_672,Poison Memory
item_name_673,Psychic Memory
item_name_674,Rock Memory
item_name_675,Steel Memory
item_name_676,Water Memory

Item Use Text:
item_cannot_use,Ce n'est pas le moment~d'utiliser ceci.
item_6_cannot_walk,Tu ne peux pas marcher ici!
item_6_missingskin,You can't use this item~without a bicycle skin.*Its name should be the~same as your current one,~but with "_bike" at the end.
item_6_only_custom_gamemodes,Cet objet ne peut être~utilisé dans ce mode de jeu.

Key Items:
item_use_6,<player.name> stepped~off the Bicycle.
item_use_54,Your Coins:~
item_use_658_disable,The Exp. All was turned off.
item_use_658_enable,The Exp. All was turned on.

-------------------
Move Names:
move_name_1,Ecras'Face
move_name_2,Poing-Karate
move_name_3,Torgnoles
move_name_4,Poing Comete
move_name_5,Ultimapoing
move_name_6,Jackpot
move_name_7,Poing De Feu
move_name_8,Poinglace
move_name_9,Poing-Eclair
move_name_10,Griffe
move_name_11,Force Poigne
move_name_12,Guillotine
move_name_13,Coupe-Vent
move_name_14,Danse-Lames
move_name_15,Coupe
move_name_16,Tornade
move_name_17,Cru-Aile
move_name_18,Cyclone
move_name_19,Vol
move_name_20,Étreinte
move_name_21,Souplesse
move_name_22,Fouet Lianes
move_name_23,Écrasement
move_name_24,Double Pied
move_name_25,Ultimawashi
move_name_26,Pied Saute
move_name_27,Mawashi Geri
move_name_28,Jet De Sable
move_name_29,Coup D'Boule
move_name_30,Koud'Korne
move_name_31,Furie
move_name_32,Empal'Korne
move_name_33,Charge
move_name_34,Plaquage
move_name_35,Ligotage
move_name_36,Belier
move_name_37,Mania
move_name_38,Damocles
move_name_39,Mimi-Queue
move_name_40,Dard-Venin
move_name_41,Double-Dard
move_name_42,Dard-Nuee
move_name_43,Groz'Yeux
move_name_44,Morsure
move_name_45,Rugissement
move_name_46,Hurlement
move_name_47,Berceuse
move_name_48,Ultrason
move_name_49,Sonicboom
move_name_50,Entrave
move_name_51,Acide
move_name_52,Flammeche
move_name_53,Lance-Flamme
move_name_54,Brume
move_name_55,Pistolet A O
move_name_56,Hydrocanon
move_name_57,Surf
move_name_58,Laser Glace
move_name_59,Blizzard
move_name_60,Rafale Psy
move_name_61,Bulles D'O
move_name_62,Onde Boreale
move_name_63,Ultralaser
move_name_64,Picpic
move_name_65,Bec Vrille
move_name_66,Sacrifice
move_name_67,Balayage
move_name_68,Riposte
move_name_69,Frappe Atlas
move_name_70,Force
move_name_71,Vol-Vie
move_name_72,Mega-Sangsue
move_name_73,Vampigraine
move_name_74,Croissance
move_name_75,Tranch'Herbe
move_name_76,Lance-Soleil
move_name_77,Poudre Toxik
move_name_78,Para-Spore
move_name_79,Poudre Dodo
move_name_80,Danse-Fleur
move_name_81,Secretion
move_name_82,Draco-Rage
move_name_83,Danseflamme
move_name_84,Eclair
move_name_85,Tonnerre
move_name_86,Cage-Eclair
move_name_87,Fatal-Foudre
move_name_88,Jet-Pierres
move_name_89,Seisme
move_name_90,Abime
move_name_91,Tunnel
move_name_92,Toxik
move_name_93,Choc Mental
move_name_94,Psyko
move_name_95,Hypnose
move_name_96,Yoga
move_name_97,Hâte
move_name_98,Vive-Attaque
move_name_99,Frenesie
move_name_100,Teleport
move_name_101,Tenebres
move_name_102,Copie
move_name_103,Grincement
move_name_104,Reflet
move_name_105,Soin
move_name_106,Armure
move_name_107,Lilliput
move_name_108,Brouillard
move_name_109,Onde Folie
move_name_110,Repli
move_name_111,Boul'Armure
move_name_112,Bouclier
move_name_113,Mur Lumiere
move_name_114,Buee Noire
move_name_115,Protection
move_name_116,Puissance
move_name_117,Patience
move_name_118,Metronome
move_name_119,Mimique
move_name_120,Destruction
move_name_121,Bomb'Oeuf
move_name_122,Lechouille
move_name_123,Puredpois	
move_name_124,Detritus
move_name_125,Massd'Os
move_name_126,Déflagration
move_name_127,Cascade
move_name_128,Claquoir
